attribution_id,campaign_id,audience_id,media_channel,timestamp,touchpoint_type,attribution_percent,benchmark
ATTR_004481,CAM_000106,AUD_000558,Retail,2025-06-21 16:27:33,Comment,0.65,0.59
ATTR_004482,CAM_000340,AUD_000971,Email,2025-03-04 11:12:27,View,0.83,0.46
ATTR_004483,CAM_000036,AUD_000021,TV,2025-08-19 02:52:18,Impression,0.85,0.31
ATTR_004484,CAM_000194,AUD_000476,Print,2025-08-21 11:33:25,Impression,0.18,0.5
ATTR_004485,CAM_000381,AUD_000837,Print,2025-08-18 18:56:01,Share,0.9,0.72
ATTR_004486,CAM_000187,AUD_000565,Social,2025-07-04 20:39:22,Engagement,0.96,0.69
ATTR_004487,CAM_000249,AUD_000226,TV,2025-08-11 20:34:04,Engagement,0.53,0.14
ATTR_004488,CAM_000230,AUD_000121,Streaming,2025-06-05 08:33:29,Conversion,0.19,0.19
ATTR_004489,CAM_000137,AUD_000618,Print,2025-06-08 11:08:27,Engagement,0.4,0.48
ATTR_004490,CAM_000092,AUD_000412,Email,2025-05-25 21:48:38,Engagement,0.98,0.49
ATTR_004491,CAM_000096,AUD_000930,Print,2025-07-04 08:56:04,Comment,0.65,0.35
ATTR_004492,CAM_000391,AUD_001066,Retail,2025-06-20 13:44:58,Comment,0.2,0.16
ATTR_004493,CAM_000128,AUD_000231,Radio,2025-04-04 21:06:40,Engagement,0.2,0.51
ATTR_004494,CAM_000353,AUD_000462,Social,2025-05-03 00:34:36,Impression,0.97,0.28
ATTR_004495,CAM_000114,AUD_000921,TV,2025-06-12 07:39:41,Share,0.14,0.57
ATTR_004496,CAM_000361,AUD_000848,Retail,2025-03-22 17:04:54,Comment,0.82,0.68
ATTR_004497,CAM_000049,AUD_001185,Email,2025-06-02 21:16:28,Comment,0.95,0.8
ATTR_004498,CAM_000008,AUD_001084,Streaming,2025-07-25 07:54:12,Impression,0.96,0.34
ATTR_004499,CAM_000160,AUD_000485,Digital,2025-05-06 12:38:53,View,0.19,0.19
ATTR_004500,CAM_000106,AUD_000455,TV,2024-12-12 16:09:45,Conversion,0.2,0.63
ATTR_004501,CAM_000355,AUD_000107,Print,2025-07-21 03:46:50,Engagement,0.95,0.24
ATTR_004502,CAM_000257,AUD_000105,Social,2025-02-17 16:35:44,Comment,0.65,0.41
ATTR_004503,CAM_000180,AUD_000837,Streaming,2025-08-01 04:29:30,View,0.3,0.54
ATTR_004504,CAM_000359,AUD_001180,TV,2025-06-26 13:42:05,Share,0.81,0.28
ATTR_004505,CAM_000031,AUD_000840,Digital,2025-08-01 12:40:57,Engagement,0.95,0.74
ATTR_004506,CAM_000391,AUD_000161,OOH,2025-07-04 16:25:51,Impression,0.72,0.32
ATTR_004507,CAM_000148,AUD_000845,Email,2025-02-17 14:14:03,View,0.8,0.5
ATTR_004508,CAM_000167,AUD_000903,Print,2025-08-06 21:17:05,Conversion,0.47,0.65
ATTR_004509,CAM_000084,AUD_000723,Email,2025-08-11 04:17:23,Engagement,0.48,0.33
ATTR_004510,CAM_000377,AUD_000069,Retail,2025-04-30 20:55:21,Share,0.62,0.64
ATTR_004511,CAM_000198,AUD_000199,Email,2025-04-02 13:06:13,Share,0.92,0.74
ATTR_004512,CAM_000117,AUD_000308,TV,2025-01-02 16:36:08,Comment,0.42,0.6
ATTR_004513,CAM_000197,AUD_000629,TV,2025-05-06 16:09:14,Conversion,0.41,0.57
ATTR_004514,CAM_000235,AUD_001175,Retail,2025-08-09 21:08:40,View,0.78,0.43
ATTR_004515,CAM_000016,AUD_001057,Social,2025-04-14 09:14:33,View,0.23,0.53
ATTR_004516,CAM_000283,AUD_001094,OOH,2025-08-01 15:39:00,Engagement,0.37,0.34
ATTR_004517,CAM_000044,AUD_000472,Digital,2025-07-13 17:10:41,Conversion,0.57,0.21
ATTR_004518,CAM_000113,AUD_000874,Streaming,2025-05-25 18:38:43,Engagement,0.5,0.49
ATTR_004519,CAM_000011,AUD_000971,Streaming,2025-01-26 07:49:33,View,0.76,0.41
ATTR_004520,CAM_000363,AUD_000695,Email,2025-05-30 19:20:51,View,0.88,0.66
ATTR_004521,CAM_000369,AUD_000215,Email,2025-05-30 01:40:27,Conversion,0.79,0.25
ATTR_004522,CAM_000340,AUD_001166,TV,2025-07-15 17:40:15,Comment,0.29,0.06
ATTR_004523,CAM_000298,AUD_000754,Streaming,2025-02-28 05:30:34,Click,0.18,0.51
ATTR_004524,CAM_000058,AUD_000181,OOH,2025-06-27 22:06:10,Comment,0.46,0.75
ATTR_004525,CAM_000055,AUD_000235,TV,2025-07-07 10:02:50,Click,0.2,0.52
ATTR_004526,CAM_000010,AUD_000346,Print,2025-06-27 18:25:08,Engagement,0.64,0.2
ATTR_004527,CAM_000356,AUD_000949,TV,2025-02-15 12:42:07,View,0.7,0.39
ATTR_004528,CAM_000357,AUD_000428,Streaming,2025-09-02 19:09:38,Share,0.62,0.76
ATTR_004529,CAM_000037,AUD_000405,Email,2025-07-31 13:55:05,Engagement,0.83,0.48
ATTR_004530,CAM_000032,AUD_000775,TV,2025-08-05 19:29:49,View,0.55,0.66
ATTR_004531,CAM_000156,AUD_000334,TV,2025-06-28 01:45:14,Share,0.85,0.15
ATTR_004532,CAM_000274,AUD_000190,Retail,2025-06-16 08:35:38,Impression,0.18,0.29
ATTR_004533,CAM_000194,AUD_000263,Radio,2025-05-08 18:44:49,Impression,0.7,0.73
ATTR_004534,CAM_000016,AUD_001124,OOH,2025-07-04 16:26:42,Conversion,0.14,0.29
ATTR_004535,CAM_000262,AUD_000538,Email,2025-06-08 22:16:26,View,0.89,0.24
ATTR_004536,CAM_000260,AUD_000052,Streaming,2025-06-12 07:08:54,Click,0.7,0.3
ATTR_004537,CAM_000116,AUD_000954,Radio,2025-07-19 15:13:45,Impression,0.4,0.33
ATTR_004538,CAM_000023,AUD_001147,TV,2025-08-03 21:19:13,View,0.4,0.55
ATTR_004539,CAM_000176,AUD_000178,Retail,2025-07-04 02:17:15,Conversion,0.14,0.2
ATTR_004540,CAM_000252,AUD_001159,Retail,2025-07-01 04:47:48,Engagement,0.51,0.26
ATTR_004541,CAM_000207,AUD_000453,OOH,2025-04-15 10:44:22,Engagement,0.89,0.16
ATTR_004542,CAM_000253,AUD_000579,Radio,2024-10-21 10:05:52,Comment,0.8,0.11
ATTR_004543,CAM_000240,AUD_000928,Print,2025-05-01 20:31:22,Click,0.97,0.78
ATTR_004544,CAM_000311,AUD_000487,Streaming,2025-06-30 15:06:41,Impression,0.27,0.11
ATTR_004545,CAM_000054,AUD_000277,Social,2025-07-22 00:53:11,Click,0.2,0.56
ATTR_004546,CAM_000274,AUD_000445,Print,2025-02-17 00:05:51,Share,0.36,0.8
ATTR_004547,CAM_000065,AUD_001041,Radio,2025-04-09 02:22:19,Impression,0.81,0.29
ATTR_004548,CAM_000336,AUD_000115,Print,2025-08-01 21:37:54,Click,0.27,0.59
ATTR_004549,CAM_000255,AUD_000490,Streaming,2025-02-22 21:57:10,Conversion,0.11,0.76
ATTR_004550,CAM_000101,AUD_000413,Digital,2025-07-20 01:28:24,Conversion,0.17,0.52
ATTR_004551,CAM_000259,AUD_000622,TV,2025-06-10 21:41:21,Comment,0.3,0.21
ATTR_004552,CAM_000392,AUD_000870,Retail,2025-07-29 01:32:16,Click,0.42,0.1
ATTR_004553,CAM_000230,AUD_000024,Email,2024-12-17 03:13:25,Comment,0.71,0.39
ATTR_004554,CAM_000168,AUD_001002,OOH,2025-04-20 06:40:18,Comment,0.86,0.42
ATTR_004555,CAM_000238,AUD_000613,Retail,2025-05-20 18:22:16,Engagement,0.25,0.06
ATTR_004556,CAM_000002,AUD_000093,Streaming,2025-05-30 01:42:59,View,0.88,0.66
ATTR_004557,CAM_000317,AUD_000726,Email,2025-08-11 02:52:30,Comment,0.43,0.48
ATTR_004558,CAM_000363,AUD_000223,Radio,2025-05-29 22:50:53,Comment,0.7,0.16
ATTR_004559,CAM_000073,AUD_000982,Print,2025-06-20 00:12:11,Share,0.7,0.08
ATTR_004560,CAM_000157,AUD_001123,Retail,2025-07-27 10:17:38,Engagement,1.0,0.45
ATTR_004561,CAM_000375,AUD_001037,TV,2025-08-06 07:19:01,Comment,0.83,0.25
ATTR_004562,CAM_000090,AUD_000527,Radio,2024-10-29 02:00:18,Engagement,0.16,0.52
ATTR_004563,CAM_000253,AUD_000957,Digital,2025-08-08 21:52:22,Conversion,0.11,0.6
ATTR_004564,CAM_000088,AUD_000107,TV,2025-08-13 07:06:05,Comment,0.64,0.1
ATTR_004565,CAM_000144,AUD_000887,Print,2025-08-02 00:40:22,Share,0.98,0.08
ATTR_004566,CAM_000388,AUD_000929,Email,2025-05-27 14:55:35,Impression,0.26,0.32
ATTR_004567,CAM_000107,AUD_001185,Print,2025-02-28 17:17:46,View,0.18,0.63
ATTR_004568,CAM_000146,AUD_000903,Email,2025-08-07 20:52:19,View,0.38,0.32
ATTR_004569,CAM_000093,AUD_000586,Radio,2025-04-22 15:25:57,Conversion,0.63,0.28
ATTR_004570,CAM_000049,AUD_000815,Retail,2025-05-05 16:34:06,Impression,0.28,0.29
ATTR_004571,CAM_000103,AUD_000524,Digital,2025-05-17 01:11:24,Engagement,0.44,0.08
ATTR_004572,CAM_000307,AUD_000741,Email,2025-01-19 04:50:16,Comment,0.3,0.23
ATTR_004573,CAM_000188,AUD_000486,Email,2025-05-06 16:57:53,View,0.69,0.48
ATTR_004574,CAM_000102,AUD_000924,Streaming,2025-04-21 15:54:57,Engagement,0.42,0.59
ATTR_004575,CAM_000378,AUD_000317,OOH,2025-01-29 16:26:03,View,0.75,0.73
ATTR_004576,CAM_000231,AUD_000397,Retail,2025-07-28 02:31:28,Impression,0.24,0.79
ATTR_004577,CAM_000201,AUD_000846,Radio,2025-04-22 06:05:28,Share,0.76,0.67
ATTR_004578,CAM_000339,AUD_001196,Retail,2025-06-23 01:05:15,Click,0.3,0.15
ATTR_004579,CAM_000197,AUD_000135,OOH,2025-02-08 14:28:57,Comment,0.77,0.51
ATTR_004580,CAM_000194,AUD_000182,Retail,2025-03-31 00:26:10,View,0.63,0.26
ATTR_004581,CAM_000223,AUD_000885,Retail,2025-05-23 13:33:59,Impression,0.4,0.2
ATTR_004582,CAM_000328,AUD_000936,TV,2024-11-27 06:10:20,Share,0.54,0.18
ATTR_004583,CAM_000057,AUD_001096,Radio,2025-03-28 06:10:22,View,0.62,0.62
ATTR_004584,CAM_000011,AUD_000778,Radio,2025-04-11 23:04:40,Engagement,0.51,0.53
ATTR_004585,CAM_000255,AUD_000497,OOH,2025-01-27 20:22:48,Comment,0.46,0.11
ATTR_004586,CAM_000310,AUD_001070,Streaming,2025-06-28 22:44:21,Click,0.61,0.41
ATTR_004587,CAM_000396,AUD_001187,Email,2024-10-10 00:52:22,Conversion,0.14,0.56
ATTR_004588,CAM_000262,AUD_000496,TV,2025-07-25 23:44:24,Engagement,0.72,0.58
ATTR_004589,CAM_000326,AUD_000891,OOH,2025-05-19 03:04:35,Click,0.55,0.74
ATTR_004590,CAM_000086,AUD_000160,Email,2025-02-19 22:18:01,Engagement,0.71,0.12
ATTR_004591,CAM_000393,AUD_000134,TV,2025-07-09 18:24:10,Click,0.14,0.25
ATTR_004592,CAM_000164,AUD_000026,Radio,2025-07-14 02:47:47,View,0.78,0.26
ATTR_004593,CAM_000310,AUD_000351,Digital,2025-05-24 00:25:43,Share,0.58,0.78
ATTR_004594,CAM_000068,AUD_000161,Retail,2025-03-04 10:22:25,View,0.43,0.43
ATTR_004595,CAM_000339,AUD_000237,Radio,2025-08-08 20:37:43,Click,0.2,0.39
ATTR_004596,CAM_000248,AUD_000022,Radio,2025-07-02 19:28:53,Comment,0.99,0.54
ATTR_004597,CAM_000012,AUD_001052,Radio,2025-06-16 19:41:19,Comment,0.47,0.28
ATTR_004598,CAM_000226,AUD_000706,TV,2025-05-02 18:18:35,Impression,0.81,0.33
ATTR_004599,CAM_000276,AUD_000561,OOH,2025-07-24 05:32:35,Impression,0.18,0.76
ATTR_004600,CAM_000067,AUD_000022,Digital,2025-08-02 20:43:08,View,0.93,0.74
ATTR_004601,CAM_000337,AUD_001174,TV,2025-07-02 23:47:35,Comment,0.53,0.29
ATTR_004602,CAM_000216,AUD_000206,Print,2025-07-21 15:13:22,Click,0.47,0.58
ATTR_004603,CAM_000247,AUD_000147,Digital,2024-10-22 13:53:37,Comment,0.25,0.76
ATTR_004604,CAM_000376,AUD_000961,TV,2025-08-06 18:38:11,View,0.27,0.66
ATTR_004605,CAM_000178,AUD_000690,Email,2025-04-12 19:22:17,Click,0.84,0.18
ATTR_004606,CAM_000261,AUD_000695,Streaming,2025-08-01 16:37:36,Engagement,0.15,0.13
ATTR_004607,CAM_000003,AUD_000505,Social,2025-03-20 09:44:28,Click,0.73,0.12
ATTR_004608,CAM_000379,AUD_000912,Print,2025-06-02 09:56:42,Comment,0.89,0.34
ATTR_004609,CAM_000045,AUD_000878,Social,2025-06-07 11:39:15,Impression,0.22,0.2
ATTR_004610,CAM_000322,AUD_000921,Email,2025-08-27 05:56:52,View,0.96,0.75
ATTR_004611,CAM_000381,AUD_000533,Radio,2025-08-03 15:38:09,Impression,0.74,0.43
ATTR_004612,CAM_000022,AUD_001108,OOH,2025-07-14 01:34:14,Click,0.77,0.1
ATTR_004613,CAM_000324,AUD_000862,Streaming,2025-01-17 17:26:18,Click,0.75,0.65
ATTR_004614,CAM_000295,AUD_001083,Social,2024-10-23 22:34:45,Click,0.44,0.25
ATTR_004615,CAM_000366,AUD_000453,Print,2025-02-24 06:51:33,Engagement,0.5,0.37
ATTR_004616,CAM_000383,AUD_001102,Radio,2025-05-02 17:08:14,Engagement,0.85,0.15
ATTR_004617,CAM_000078,AUD_000838,TV,2025-03-06 08:44:02,Impression,0.48,0.25
ATTR_004618,CAM_000285,AUD_000307,Social,2025-07-27 15:50:46,Impression,0.16,0.61
ATTR_004619,CAM_000046,AUD_001190,Print,2025-08-02 14:53:15,Share,0.89,0.47
ATTR_004620,CAM_000365,AUD_001195,Digital,2025-05-26 16:55:29,Conversion,0.7,0.28
ATTR_004621,CAM_000079,AUD_000683,TV,2025-07-28 01:00:29,Conversion,0.81,0.36
ATTR_004622,CAM_000309,AUD_000918,Streaming,2025-07-29 21:31:58,Conversion,0.73,0.7
ATTR_004623,CAM_000017,AUD_000491,Social,2025-07-28 11:54:07,Conversion,0.62,0.45
ATTR_004624,CAM_000007,AUD_001022,Email,2025-06-11 03:21:30,Impression,0.98,0.52
ATTR_004625,CAM_000041,AUD_000049,Digital,2025-06-10 11:34:03,Comment,0.68,0.69
ATTR_004626,CAM_000354,AUD_000683,Streaming,2025-03-11 07:49:35,Conversion,0.96,0.13
ATTR_004627,CAM_000119,AUD_000495,Streaming,2025-07-08 17:02:52,Engagement,0.62,0.71
ATTR_004628,CAM_000366,AUD_000538,Print,2025-05-17 23:35:38,Comment,0.74,0.4
ATTR_004629,CAM_000293,AUD_001130,Email,2025-08-13 21:57:41,Engagement,0.52,0.55
ATTR_004630,CAM_000019,AUD_001173,Streaming,2025-08-08 16:03:48,Share,0.55,0.18
ATTR_004631,CAM_000396,AUD_000598,TV,2025-08-04 07:57:53,Engagement,0.51,0.58
ATTR_004632,CAM_000106,AUD_000487,Print,2025-05-02 14:16:29,Click,0.75,0.7
ATTR_004633,CAM_000048,AUD_001170,Print,2024-12-31 15:26:26,Impression,0.5,0.28
ATTR_004634,CAM_000385,AUD_000860,OOH,2025-05-24 13:57:54,Impression,0.69,0.33
ATTR_004635,CAM_000263,AUD_000748,TV,2025-07-20 01:50:30,Share,0.19,0.38
ATTR_004636,CAM_000335,AUD_000855,Streaming,2025-03-10 16:51:39,Share,0.96,0.65
ATTR_004637,CAM_000263,AUD_000232,Radio,2024-12-15 14:48:33,Click,0.74,0.24
ATTR_004638,CAM_000266,AUD_000104,Digital,2025-02-19 18:54:00,Click,0.4,0.54
ATTR_004639,CAM_000249,AUD_000731,TV,2025-05-09 13:27:15,Conversion,0.98,0.18
ATTR_004640,CAM_000042,AUD_000685,TV,2025-01-04 16:55:47,Impression,0.9,0.42
ATTR_004641,CAM_000138,AUD_000687,Radio,2025-03-16 00:54:05,View,0.72,0.52
ATTR_004642,CAM_000194,AUD_000202,Streaming,2025-03-12 00:58:16,Conversion,0.6,0.7
ATTR_004643,CAM_000071,AUD_000643,Retail,2025-04-23 02:38:04,View,0.4,0.39
ATTR_004644,CAM_000248,AUD_000001,Radio,2025-06-02 01:44:46,Impression,0.38,0.35
ATTR_004645,CAM_000057,AUD_000650,Radio,2025-03-15 16:58:20,Conversion,0.83,0.48
ATTR_004646,CAM_000395,AUD_000322,OOH,2025-07-04 04:35:06,Comment,0.13,0.68
ATTR_004647,CAM_000286,AUD_001141,OOH,2025-06-23 03:16:31,Impression,0.8,0.22
ATTR_004648,CAM_000100,AUD_000746,Print,2025-03-21 15:35:15,Impression,0.71,0.33
ATTR_004649,CAM_000149,AUD_001051,Email,2025-05-26 17:19:41,Impression,0.54,0.3
ATTR_004650,CAM_000383,AUD_000529,Streaming,2025-06-24 03:09:01,Click,0.75,0.19
ATTR_004651,CAM_000194,AUD_000033,Retail,2025-06-29 21:33:24,Comment,0.64,0.27
ATTR_004652,CAM_000394,AUD_000644,Digital,2025-01-03 21:32:02,Conversion,0.23,0.09
ATTR_004653,CAM_000164,AUD_000830,Streaming,2025-06-23 00:18:53,Share,0.67,0.57
ATTR_004654,CAM_000051,AUD_000722,Digital,2025-06-07 07:17:23,Engagement,0.23,0.74
ATTR_004655,CAM_000232,AUD_000432,Email,2025-06-13 15:50:39,Click,0.9,0.16
ATTR_004656,CAM_000205,AUD_000527,TV,2025-02-06 03:33:39,Engagement,0.94,0.71
ATTR_004657,CAM_000182,AUD_000705,Email,2025-02-18 14:40:01,Comment,0.13,0.52
ATTR_004658,CAM_000271,AUD_000674,Email,2025-08-04 21:30:13,Share,0.83,0.18
ATTR_004659,CAM_000005,AUD_000124,TV,2025-08-04 20:35:13,View,0.89,0.2
ATTR_004660,CAM_000376,AUD_000587,Streaming,2025-08-05 06:30:04,Impression,0.28,0.2
ATTR_004661,CAM_000110,AUD_000760,Radio,2025-08-08 05:53:56,Share,0.5,0.32
ATTR_004662,CAM_000149,AUD_000288,TV,2025-08-08 03:10:44,Comment,0.3,0.46
ATTR_004663,CAM_000121,AUD_000466,OOH,2025-08-19 09:45:34,Conversion,0.11,0.74
ATTR_004664,CAM_000138,AUD_000777,TV,2025-03-14 03:00:22,Conversion,0.73,0.67
ATTR_004665,CAM_000373,AUD_000850,OOH,2025-07-07 18:47:23,Impression,0.9,0.61
ATTR_004666,CAM_000348,AUD_000584,Radio,2025-07-29 23:46:35,Comment,0.98,0.42
ATTR_004667,CAM_000221,AUD_001188,Retail,2025-04-01 14:37:25,View,0.86,0.29
ATTR_004668,CAM_000212,AUD_000949,Print,2024-12-19 08:58:27,Comment,0.42,0.13
ATTR_004669,CAM_000043,AUD_000997,Streaming,2025-04-07 14:19:23,View,0.59,0.11
ATTR_004670,CAM_000398,AUD_001039,OOH,2025-08-21 07:55:26,View,0.44,0.26
ATTR_004671,CAM_000176,AUD_000739,Retail,2025-07-29 15:22:21,Conversion,0.19,0.68
ATTR_004672,CAM_000357,AUD_000591,Retail,2025-08-25 11:43:38,Click,0.23,0.17
ATTR_004673,CAM_000364,AUD_000045,Email,2025-05-04 14:09:15,Engagement,0.51,0.31
ATTR_004674,CAM_000206,AUD_000258,Print,2025-07-07 12:54:40,Conversion,0.82,0.66
ATTR_004675,CAM_000231,AUD_000356,Streaming,2025-02-08 14:41:23,Comment,0.98,0.64
ATTR_004676,CAM_000272,AUD_000553,Digital,2025-04-08 13:38:59,View,0.33,0.1
ATTR_004677,CAM_000025,AUD_000073,OOH,2024-11-24 16:08:45,Share,0.92,0.29
ATTR_004678,CAM_000008,AUD_000076,TV,2025-08-15 14:14:47,Engagement,0.27,0.2
ATTR_004679,CAM_000286,AUD_001108,OOH,2025-07-22 14:24:38,Comment,0.11,0.67
ATTR_004680,CAM_000022,AUD_001003,TV,2025-04-22 22:46:13,View,0.78,0.21
ATTR_004681,CAM_000060,AUD_001144,Radio,2025-05-16 15:44:44,Comment,0.93,0.76
ATTR_004682,CAM_000144,AUD_000764,Digital,2025-05-15 15:32:25,Comment,0.12,0.31
ATTR_004683,CAM_000342,AUD_000843,Streaming,2025-07-20 22:53:21,Conversion,0.52,0.56
ATTR_004684,CAM_000047,AUD_001116,Radio,2025-07-24 04:33:43,Comment,0.21,0.59
ATTR_004685,CAM_000151,AUD_001024,Retail,2025-08-21 06:55:16,Engagement,0.57,0.42
ATTR_004686,CAM_000393,AUD_000508,OOH,2025-07-21 17:05:36,Comment,0.97,0.07
ATTR_004687,CAM_000320,AUD_001060,OOH,2025-05-29 17:25:28,Comment,0.92,0.53
ATTR_004688,CAM_000030,AUD_000637,Digital,2024-10-10 05:02:31,Conversion,0.7,0.2
ATTR_004689,CAM_000088,AUD_000353,OOH,2025-07-09 06:31:11,Comment,0.35,0.71
ATTR_004690,CAM_000381,AUD_000945,Digital,2025-05-22 16:09:21,View,0.77,0.22
ATTR_004691,CAM_000257,AUD_000354,Email,2025-07-30 12:50:43,Conversion,0.66,0.12
ATTR_004692,CAM_000345,AUD_001096,Digital,2025-04-30 22:30:53,Engagement,0.49,0.79
ATTR_004693,CAM_000090,AUD_000339,Retail,2025-04-09 10:10:57,Share,0.48,0.07
ATTR_004694,CAM_000058,AUD_000510,TV,2025-05-22 08:50:45,Conversion,0.33,0.56
ATTR_004695,CAM_000360,AUD_000019,Retail,2025-08-23 20:59:36,Impression,0.23,0.16
ATTR_004696,CAM_000167,AUD_000478,Print,2025-04-16 03:53:47,Comment,0.2,0.58
ATTR_004697,CAM_000142,AUD_001014,Print,2025-07-05 00:51:15,Comment,0.59,0.17
ATTR_004698,CAM_000110,AUD_001101,Email,2025-06-17 17:23:35,Conversion,0.28,0.63
ATTR_004699,CAM_000192,AUD_000606,Social,2025-02-14 15:35:19,Click,0.36,0.05
ATTR_004700,CAM_000069,AUD_000624,Social,2025-03-17 12:32:50,Impression,0.4,0.55
ATTR_004701,CAM_000354,AUD_001196,Digital,2025-02-27 00:19:57,Engagement,0.6,0.65
ATTR_004702,CAM_000114,AUD_000311,Streaming,2025-04-26 16:31:31,View,0.84,0.43
ATTR_004703,CAM_000172,AUD_000144,Social,2025-06-30 03:59:30,Share,0.31,0.5
ATTR_004704,CAM_000112,AUD_001165,Email,2025-04-18 12:30:18,Click,0.33,0.62
ATTR_004705,CAM_000351,AUD_000983,Email,2025-04-29 19:03:36,Comment,0.83,0.25
ATTR_004706,CAM_000163,AUD_000508,OOH,2025-05-06 17:53:46,Impression,0.94,0.45
ATTR_004707,CAM_000395,AUD_000607,Retail,2025-07-31 14:41:12,Conversion,0.28,0.66
ATTR_004708,CAM_000362,AUD_000843,Streaming,2025-05-20 16:11:57,Conversion,0.38,0.76
ATTR_004709,CAM_000126,AUD_001059,OOH,2025-06-22 14:33:46,Share,0.75,0.09
ATTR_004710,CAM_000237,AUD_000310,Streaming,2024-11-18 17:59:09,View,0.25,0.51
ATTR_004711,CAM_000399,AUD_001085,Retail,2025-08-28 06:06:10,Comment,0.43,0.7
ATTR_004712,CAM_000244,AUD_000761,Radio,2025-04-02 19:45:26,Share,0.13,0.72
ATTR_004713,CAM_000220,AUD_001108,Radio,2024-11-29 17:40:38,Click,0.79,0.27
ATTR_004714,CAM_000153,AUD_000798,OOH,2025-05-27 20:34:00,Impression,0.6,0.53
ATTR_004715,CAM_000080,AUD_000383,Digital,2025-08-17 16:35:34,Impression,0.83,0.69
ATTR_004716,CAM_000330,AUD_000334,Radio,2024-12-01 16:50:33,Engagement,0.18,0.4
ATTR_004717,CAM_000388,AUD_001054,Print,2025-05-18 20:11:17,Comment,0.7,0.24
ATTR_004718,CAM_000385,AUD_001095,Digital,2025-07-06 11:25:09,Engagement,0.93,0.78
ATTR_004719,CAM_000248,AUD_000765,Social,2025-06-24 07:54:04,Conversion,0.28,0.2
ATTR_004720,CAM_000369,AUD_000028,Social,2025-05-31 21:55:06,Comment,0.71,0.71
ATTR_004721,CAM_000201,AUD_000556,OOH,2025-07-25 11:28:54,Comment,0.94,0.14
ATTR_004722,CAM_000051,AUD_000607,Digital,2025-01-30 17:22:18,Impression,0.71,0.24
ATTR_004723,CAM_000321,AUD_000521,TV,2025-07-13 05:09:08,View,0.74,0.06
ATTR_004724,CAM_000210,AUD_000207,Print,2025-04-09 02:15:10,View,0.57,0.33
ATTR_004725,CAM_000270,AUD_000903,TV,2025-08-17 06:38:54,Comment,0.7,0.52
ATTR_004726,CAM_000237,AUD_001122,Email,2025-08-21 08:14:33,Conversion,0.47,0.08
ATTR_004727,CAM_000192,AUD_000327,Digital,2025-07-21 03:19:17,Click,0.21,0.73
ATTR_004728,CAM_000334,AUD_000375,Social,2025-03-09 05:02:23,Impression,0.68,0.75
ATTR_004729,CAM_000350,AUD_000230,TV,2025-07-03 16:44:51,Impression,0.46,0.76
ATTR_004730,CAM_000275,AUD_001058,Radio,2025-04-26 13:19:33,Share,0.13,0.31
ATTR_004731,CAM_000021,AUD_000599,Social,2024-12-10 14:44:29,View,0.13,0.66
ATTR_004732,CAM_000393,AUD_000066,Retail,2025-06-27 15:09:02,Conversion,0.46,0.2
ATTR_004733,CAM_000178,AUD_000992,Digital,2025-03-23 18:17:35,Click,0.8,0.4
ATTR_004734,CAM_000337,AUD_000821,Retail,2025-06-09 23:11:12,Engagement,0.93,0.67
ATTR_004735,CAM_000007,AUD_000010,Retail,2025-06-24 15:10:08,Engagement,0.6,0.78
ATTR_004736,CAM_000294,AUD_000234,Streaming,2024-09-28 10:43:34,Click,0.89,0.49
ATTR_004737,CAM_000207,AUD_000282,Print,2025-07-31 04:54:04,Share,0.11,0.2
ATTR_004738,CAM_000097,AUD_000441,Streaming,2025-07-12 11:49:26,Engagement,0.27,0.14
ATTR_004739,CAM_000389,AUD_000379,Social,2025-03-31 10:33:41,Engagement,0.5,0.42
ATTR_004740,CAM_000215,AUD_000175,Email,2025-05-04 08:38:09,Comment,0.55,0.62
ATTR_004741,CAM_000086,AUD_000535,OOH,2025-07-01 02:17:36,Conversion,0.4,0.47
ATTR_004742,CAM_000150,AUD_000376,Social,2025-05-09 10:33:31,Conversion,0.75,0.2
ATTR_004743,CAM_000174,AUD_000830,OOH,2025-06-08 04:40:46,Share,0.68,0.7
ATTR_004744,CAM_000146,AUD_000482,TV,2025-02-03 06:15:52,Comment,0.11,0.56
ATTR_004745,CAM_000196,AUD_001081,Radio,2025-05-19 22:34:51,Comment,0.77,0.32
ATTR_004746,CAM_000049,AUD_000377,OOH,2025-07-10 02:37:36,Engagement,0.22,0.43
ATTR_004747,CAM_000023,AUD_000423,OOH,2025-07-07 15:43:22,Impression,0.86,0.41
ATTR_004748,CAM_000178,AUD_000437,Retail,2025-06-16 05:29:25,View,0.23,0.19
ATTR_004749,CAM_000363,AUD_000164,Retail,2025-07-24 08:44:58,Comment,0.99,0.21
ATTR_004750,CAM_000089,AUD_000357,Streaming,2025-04-25 17:55:47,Share,0.34,0.4
ATTR_004751,CAM_000170,AUD_000881,Radio,2025-03-31 23:49:54,Conversion,0.45,0.31
ATTR_004752,CAM_000125,AUD_000575,Print,2025-08-21 00:12:38,Conversion,0.9,0.53
ATTR_004753,CAM_000270,AUD_001078,Digital,2025-08-29 13:24:03,Conversion,0.21,0.34
ATTR_004754,CAM_000118,AUD_000466,Print,2025-07-20 12:01:15,Comment,0.38,0.71
ATTR_004755,CAM_000001,AUD_001064,Retail,2025-07-19 06:58:33,Engagement,0.91,0.33
ATTR_004756,CAM_000331,AUD_000051,Streaming,2025-06-07 16:40:03,Engagement,0.26,0.21
