engagement_id,audience_id,channel_type,impressions,reach,frequency,engagement_rate
ENG_002038,AUD_000576,TV,132034,100419,1.31,0.0083
ENG_002039,AUD_000576,Email,19595,13061,1.5,0.0135
ENG_002040,AUD_000577,Social,15009,10581,1.42,0.0616
ENG_002041,AUD_000577,Print,3753,2992,1.25,0.0271
ENG_002042,AUD_000577,Digital,25651,20723,1.24,0.0338
ENG_002043,AUD_000577,Streaming,46693,33238,1.4,0.0113
ENG_002044,AUD_000578,Radio,18794,14567,1.29,0.0298
ENG_002045,AUD_000578,TV,126951,90699,1.4,0.0031
ENG_002046,AUD_000579,Email,19041,14731,1.29,0.0264
ENG_002047,AUD_000579,OOH,8479,5697,1.49,0.0205
ENG_002048,AUD_000580,Digital,5513,3772,1.46,0.0424
ENG_002049,AUD_000580,Social,7887,5301,1.49,0.0333
ENG_002050,AUD_000581,Streaming,29028,20241,1.43,0.0142
ENG_002051,AUD_000581,Print,6031,4515,1.34,0.0085
ENG_002052,AUD_000581,TV,56357,46971,1.2,0.0032
ENG_002053,AUD_000582,Print,2314,1951,1.19,0.0199
ENG_002054,AUD_000582,Email,13736,8418,1.63,0.0056
ENG_002055,AUD_000582,Retail,3076,2285,1.35,0.0157
ENG_002056,AUD_000582,Digital,32424,28718,1.13,0.0181
ENG_002057,AUD_000582,Social,17497,10650,1.64,0.0323
ENG_002058,AUD_000583,Social,5824,3846,1.51,0.073
ENG_002059,AUD_000583,TV,61314,47167,1.3,0.0013
ENG_002060,AUD_000583,Print,18760,12211,1.54,0.0145
ENG_002061,AUD_000583,Retail,912,719,1.27,0.0145
ENG_002062,AUD_000583,Radio,4253,3219,1.32,0.0277
ENG_002063,AUD_000584,Streaming,76454,61015,1.25,0.0181
ENG_002064,AUD_000584,TV,158535,135047,1.17,0.0046
ENG_002065,AUD_000584,Retail,4820,4243,1.14,0.0209
ENG_002066,AUD_000585,Print,1369,827,1.66,0.0235
ENG_002067,AUD_000585,Email,14072,12046,1.17,0.0156
ENG_002068,AUD_000586,Digital,43534,26733,1.63,0.0391
ENG_002069,AUD_000586,OOH,6355,4517,1.41,0.0168
ENG_002070,AUD_000587,Print,14837,11332,1.31,0.0032
ENG_002071,AUD_000587,Radio,15732,12255,1.28,0.0055
ENG_002072,AUD_000587,Retail,2838,1788,1.59,0.0187
ENG_002073,AUD_000587,TV,169626,152327,1.11,0.005
ENG_002074,AUD_000588,Streaming,18164,13792,1.32,0.009
ENG_002075,AUD_000588,TV,51149,40169,1.27,0.0092
ENG_002076,AUD_000588,Retail,3332,2883,1.16,0.0085
ENG_002077,AUD_000589,Email,9083,5974,1.52,0.0131
ENG_002078,AUD_000589,TV,133445,101652,1.31,0.0093
ENG_002079,AUD_000589,Print,16003,13999,1.14,0.0194
ENG_002080,AUD_000589,Digital,30355,18758,1.62,0.014
ENG_002081,AUD_000589,Retail,1075,861,1.25,0.0156
ENG_002082,AUD_000590,Print,14599,10062,1.45,0.0103
ENG_002083,AUD_000590,Email,19938,14813,1.35,0.0208
ENG_002084,AUD_000591,TV,195694,117922,1.66,0.0073
ENG_002085,AUD_000591,OOH,15586,11801,1.32,0.0277
ENG_002086,AUD_000591,Radio,11958,9707,1.23,0.0254
ENG_002087,AUD_000592,Streaming,79140,59271,1.34,0.0093
ENG_002088,AUD_000592,Digital,10262,7184,1.43,0.0482
ENG_002089,AUD_000592,Social,16945,12914,1.31,0.0582
ENG_002090,AUD_000592,Radio,8698,6867,1.27,0.0137
ENG_002091,AUD_000592,Retail,1137,778,1.46,0.0058
ENG_002092,AUD_000593,OOH,13704,12260,1.12,0.0088
ENG_002093,AUD_000593,Radio,10029,8922,1.12,0.0083
ENG_002094,AUD_000594,Streaming,30846,22667,1.36,0.0158
ENG_002095,AUD_000594,OOH,2278,1607,1.42,0.0261
ENG_002096,AUD_000594,Retail,4412,3187,1.38,0.0049
ENG_002097,AUD_000595,TV,155112,104843,1.48,0.0011
ENG_002098,AUD_000595,OOH,4766,3334,1.43,0.014
ENG_002099,AUD_000595,Retail,3828,3411,1.12,0.005
ENG_002100,AUD_000595,Digital,44314,34757,1.27,0.0294
ENG_002101,AUD_000596,Print,11357,9890,1.15,0.0203
ENG_002102,AUD_000596,Radio,10853,6999,1.55,0.0107
ENG_002103,AUD_000596,OOH,14825,10682,1.39,0.0061
ENG_002104,AUD_000596,Streaming,33416,25789,1.3,0.0058
ENG_002105,AUD_000597,Digital,45363,30910,1.47,0.0273
ENG_002106,AUD_000597,Email,1769,1113,1.59,0.0297
ENG_002107,AUD_000597,Radio,9512,6004,1.58,0.016
ENG_002108,AUD_000597,Social,15361,12521,1.23,0.0757
ENG_002109,AUD_000597,Print,19254,13904,1.38,0.0166
ENG_002110,AUD_000598,Social,7648,6503,1.18,0.06
ENG_002111,AUD_000598,Digital,44703,33858,1.32,0.0155
ENG_002112,AUD_000598,Print,12735,10112,1.26,0.0083
ENG_002113,AUD_000599,Digital,19854,14059,1.41,0.0249
ENG_002114,AUD_000599,Print,9804,7768,1.26,0.0025
ENG_002115,AUD_000599,Social,11228,7413,1.51,0.0591
ENG_002116,AUD_000599,TV,70762,57445,1.23,0.0085
ENG_002117,AUD_000599,Radio,19993,12961,1.54,0.0052
ENG_002118,AUD_000600,Radio,14067,8572,1.64,0.0222
ENG_002119,AUD_000600,TV,88966,75316,1.18,0.0047
ENG_002120,AUD_000600,Email,10350,8865,1.17,0.0195
ENG_002121,AUD_000601,Print,10330,8072,1.28,0.0021
ENG_002122,AUD_000601,Streaming,20955,12612,1.66,0.014
ENG_002123,AUD_000602,Print,11586,8025,1.44,0.0283
ENG_002124,AUD_000602,Radio,9146,5593,1.64,0.0038
ENG_002125,AUD_000602,Email,18004,15497,1.16,0.0258
ENG_002126,AUD_000602,OOH,5269,4196,1.26,0.0262
ENG_002127,AUD_000602,Retail,2942,2526,1.16,0.0199
ENG_002128,AUD_000603,TV,84218,59117,1.42,0.0071
ENG_002129,AUD_000603,Radio,19697,14810,1.33,0.0269
ENG_002130,AUD_000603,Streaming,35887,22140,1.62,0.0166
ENG_002131,AUD_000604,Digital,31007,22078,1.4,0.041
ENG_002132,AUD_000604,Streaming,62410,48109,1.3,0.0066
ENG_002133,AUD_000604,Social,15661,9674,1.62,0.0519
ENG_002134,AUD_000605,Streaming,37970,30401,1.25,0.0088
ENG_002135,AUD_000605,Email,5811,4110,1.41,0.0286
ENG_002136,AUD_000605,Print,14341,9765,1.47,0.0053
ENG_002137,AUD_000605,Social,16020,14388,1.11,0.0745
ENG_002138,AUD_000605,TV,117432,79097,1.48,0.0085
ENG_002139,AUD_000606,Print,12669,7832,1.62,0.0103
ENG_002140,AUD_000606,Radio,7306,5007,1.46,0.0268
ENG_002141,AUD_000606,Streaming,44522,27775,1.6,0.0199
ENG_002142,AUD_000606,Social,1487,962,1.55,0.0424
ENG_002143,AUD_000607,Social,20644,16345,1.26,0.0537
ENG_002144,AUD_000607,OOH,11368,8743,1.3,0.0224
ENG_002145,AUD_000607,Digital,8888,6026,1.47,0.0128
ENG_002146,AUD_000607,Print,12280,10615,1.16,0.0057
ENG_002147,AUD_000608,Social,4243,3054,1.39,0.0765
ENG_002148,AUD_000608,TV,110553,67010,1.65,0.0069
ENG_002149,AUD_000608,Print,5387,4206,1.28,0.0154
ENG_002150,AUD_000609,Retail,1691,1315,1.29,0.01
ENG_002151,AUD_000609,Email,15960,12091,1.32,0.0285
ENG_002152,AUD_000609,Streaming,75390,60912,1.24,0.016
ENG_002153,AUD_000609,Print,2762,1901,1.45,0.0258
ENG_002154,AUD_000610,OOH,9976,8719,1.14,0.0149
ENG_002155,AUD_000610,Digital,38419,25484,1.51,0.0409
ENG_002156,AUD_000610,Email,4367,3357,1.3,0.0013
ENG_002157,AUD_000610,Radio,15767,12429,1.27,0.024
ENG_002158,AUD_000610,Social,3440,2086,1.65,0.0558
ENG_002159,AUD_000611,Email,17641,11458,1.54,0.0175
ENG_002160,AUD_000611,Retail,1040,742,1.4,0.0085
ENG_002161,AUD_000611,Digital,12936,8260,1.57,0.0151
ENG_002162,AUD_000611,Streaming,56595,42546,1.33,0.0194
ENG_002163,AUD_000611,OOH,16395,14606,1.12,0.0025
ENG_002164,AUD_000612,Retail,3304,2619,1.26,0.0146
ENG_002165,AUD_000612,Streaming,21612,15312,1.41,0.0177
ENG_002166,AUD_000612,TV,188619,155236,1.22,0.0031
ENG_002167,AUD_000613,Print,5829,5235,1.11,0.0075
ENG_002168,AUD_000613,Radio,7703,6745,1.14,0.009
ENG_002169,AUD_000613,TV,172525,139319,1.24,0.0056
ENG_002170,AUD_000613,OOH,1658,1200,1.38,0.0199
ENG_002171,AUD_000614,Social,20999,16684,1.26,0.0343
ENG_002172,AUD_000614,Radio,15739,11992,1.31,0.0237
ENG_002173,AUD_000615,Radio,7857,7063,1.11,0.0221
ENG_002174,AUD_000615,TV,82377,53282,1.55,0.0025
ENG_002175,AUD_000615,Email,4301,3605,1.19,0.0063
ENG_002176,AUD_000615,Social,11111,8791,1.26,0.0257
ENG_002177,AUD_000616,Radio,9604,7975,1.2,0.0293
ENG_002178,AUD_000616,Retail,4638,3594,1.29,0.0232
ENG_002179,AUD_000617,TV,166378,101081,1.65,0.0043
ENG_002180,AUD_000617,OOH,1654,1309,1.26,0.028
ENG_002181,AUD_000617,Email,13610,10896,1.25,0.0064
ENG_002182,AUD_000617,Digital,31520,20607,1.53,0.0202
ENG_002183,AUD_000617,Print,7624,4871,1.57,0.0107
ENG_002184,AUD_000618,TV,187697,115578,1.62,0.0076
ENG_002185,AUD_000618,OOH,2313,1721,1.34,0.019
ENG_002186,AUD_000618,Retail,2479,1815,1.37,0.0278
ENG_002187,AUD_000619,OOH,15242,12966,1.18,0.0067
ENG_002188,AUD_000619,Radio,19537,16443,1.19,0.0245
ENG_002189,AUD_000619,Streaming,49392,34998,1.41,0.009
ENG_002190,AUD_000619,Email,18869,15134,1.25,0.0295
ENG_002191,AUD_000619,Print,12872,9470,1.36,0.0218
ENG_002192,AUD_000620,Email,5810,4779,1.22,0.0015
ENG_002193,AUD_000620,Digital,32486,27320,1.19,0.0241
ENG_002194,AUD_000620,Social,11344,8859,1.28,0.0546
ENG_002195,AUD_000621,OOH,18805,15972,1.18,0.0298
ENG_002196,AUD_000621,Retail,1309,927,1.41,0.0106
ENG_002197,AUD_000621,Social,8336,5484,1.52,0.0323
ENG_002198,AUD_000622,Social,22009,15178,1.45,0.0497
ENG_002199,AUD_000622,Streaming,60190,52001,1.16,0.0142
ENG_002200,AUD_000622,Print,14861,12257,1.21,0.0259
ENG_002201,AUD_000622,Radio,13434,9514,1.41,0.0025
ENG_002202,AUD_000622,OOH,4688,3941,1.19,0.0243
ENG_002203,AUD_000623,Digital,39625,28817,1.38,0.0365
ENG_002204,AUD_000623,OOH,19450,13751,1.41,0.0247
ENG_002205,AUD_000624,TV,135350,90439,1.5,0.0091
ENG_002206,AUD_000624,Email,2750,2371,1.16,0.0238
ENG_002207,AUD_000624,Digital,17666,11106,1.59,0.038
ENG_002208,AUD_000624,OOH,11843,10304,1.15,0.0267
ENG_002209,AUD_000624,Streaming,60210,53941,1.12,0.0081
ENG_002210,AUD_000625,Digital,17275,11292,1.53,0.0464
ENG_002211,AUD_000625,OOH,16588,11531,1.44,0.0036
ENG_002212,AUD_000625,Email,12400,8048,1.54,0.0085
ENG_002213,AUD_000625,Radio,7763,5913,1.31,0.0049
ENG_002214,AUD_000625,Social,22506,13681,1.65,0.0395
ENG_002215,AUD_000626,Streaming,49293,33288,1.48,0.0141
ENG_002216,AUD_000626,Retail,1442,1122,1.29,0.0174
ENG_002217,AUD_000626,Print,9852,6843,1.44,0.0207
ENG_002218,AUD_000627,Digital,23215,13973,1.66,0.033
ENG_002219,AUD_000627,Retail,1655,1373,1.21,0.014
ENG_002220,AUD_000627,Radio,3439,2933,1.17,0.0141
ENG_002221,AUD_000627,Streaming,39952,31950,1.25,0.0112
ENG_002222,AUD_000627,OOH,11859,7135,1.66,0.0139
ENG_002223,AUD_000628,Streaming,25543,21381,1.19,0.0191
ENG_002224,AUD_000628,Digital,10875,8655,1.26,0.0274
ENG_002225,AUD_000628,OOH,5278,4745,1.11,0.0148
ENG_002226,AUD_000628,TV,77633,52958,1.47,0.0085
ENG_002227,AUD_000629,Print,14375,12100,1.19,0.0221
ENG_002228,AUD_000629,Email,13335,11186,1.19,0.0291
ENG_002229,AUD_000629,TV,137266,84607,1.62,0.0034
ENG_002230,AUD_000629,Retail,2729,2451,1.11,0.0233
ENG_002231,AUD_000630,Digital,47863,34059,1.41,0.0281
ENG_002232,AUD_000630,Print,10964,8096,1.35,0.0132
ENG_002233,AUD_000631,Radio,16617,12361,1.34,0.0097
ENG_002234,AUD_000631,OOH,2922,2049,1.43,0.0136
ENG_002235,AUD_000631,Streaming,52523,41193,1.28,0.0169
ENG_002236,AUD_000631,Email,5977,4018,1.49,0.0026
ENG_002237,AUD_000631,Print,10730,9306,1.15,0.0134
ENG_002238,AUD_000632,Streaming,73600,58213,1.26,0.018
ENG_002239,AUD_000632,Retail,1300,1106,1.18,0.0286
ENG_002240,AUD_000632,Radio,11958,7965,1.5,0.0253
ENG_002241,AUD_000633,Social,6403,4885,1.31,0.02
ENG_002242,AUD_000633,TV,178644,145202,1.23,0.0016
ENG_002243,AUD_000633,Digital,32384,20877,1.55,0.0181
ENG_002244,AUD_000633,Streaming,59523,37703,1.58,0.018
ENG_002245,AUD_000633,Print,16695,10575,1.58,0.0254
ENG_002246,AUD_000634,Print,8217,5998,1.37,0.0262
ENG_002247,AUD_000634,Streaming,17560,12283,1.43,0.0059
ENG_002248,AUD_000634,Social,4880,3103,1.57,0.0594
ENG_002249,AUD_000634,Retail,4344,3183,1.36,0.0135
ENG_002250,AUD_000634,TV,103144,65101,1.58,0.0062
ENG_002251,AUD_000635,Print,13689,10977,1.25,0.0169
ENG_002252,AUD_000635,OOH,9884,7756,1.27,0.025
ENG_002253,AUD_000635,TV,88985,57383,1.55,0.0088
ENG_002254,AUD_000635,Retail,4688,3120,1.5,0.0159
ENG_002255,AUD_000636,Email,19454,14819,1.31,0.0273
ENG_002256,AUD_000636,Retail,1754,1187,1.48,0.0073
ENG_002257,AUD_000636,Radio,12410,9760,1.27,0.0296
ENG_002258,AUD_000636,Social,13835,10533,1.31,0.0458
ENG_002259,AUD_000636,Print,6798,4990,1.36,0.0084
ENG_002260,AUD_000637,Social,2171,1673,1.3,0.0464
ENG_002261,AUD_000637,TV,135053,91458,1.48,0.0083
ENG_002262,AUD_000637,Print,12630,7638,1.65,0.0246
ENG_002263,AUD_000638,Social,5960,4875,1.22,0.0253
ENG_002264,AUD_000638,Print,11732,8383,1.4,0.0232
ENG_002265,AUD_000638,Email,18101,16112,1.12,0.009
ENG_002266,AUD_000639,Email,14294,9899,1.44,0.0187
ENG_002267,AUD_000639,Digital,12800,10140,1.26,0.028
ENG_002268,AUD_000639,OOH,14767,12369,1.19,0.0026
ENG_002269,AUD_000640,Digital,29490,25712,1.15,0.0263
ENG_002270,AUD_000640,Social,8727,6464,1.35,0.0523
ENG_002271,AUD_000640,Radio,8297,5272,1.57,0.02
ENG_002272,AUD_000640,TV,66445,47134,1.41,0.0056
ENG_002273,AUD_000641,Social,20012,16830,1.19,0.0216
ENG_002274,AUD_000641,Print,15421,12001,1.28,0.0098
ENG_002275,AUD_000642,Retail,4975,3081,1.61,0.0038
ENG_002276,AUD_000642,Email,8298,6512,1.27,0.0273
ENG_002277,AUD_000642,TV,179633,137943,1.3,0.009
ENG_002278,AUD_000642,Digital,46023,41103,1.12,0.0349
ENG_002279,AUD_000643,Print,17401,14845,1.17,0.0134
ENG_002280,AUD_000643,TV,63102,49986,1.26,0.0084
ENG_002281,AUD_000643,OOH,18125,11269,1.61,0.0289
ENG_002282,AUD_000644,Retail,3995,3440,1.16,0.0123
ENG_002283,AUD_000644,Streaming,23477,17445,1.35,0.012
ENG_002284,AUD_000644,Social,5984,5089,1.18,0.0367
ENG_002285,AUD_000644,Radio,1064,769,1.38,0.0261
ENG_002286,AUD_000645,Email,12216,10042,1.22,0.0226
ENG_002287,AUD_000645,TV,140345,107547,1.3,0.0035
ENG_002288,AUD_000646,Retail,4469,3635,1.23,0.0181
ENG_002289,AUD_000646,OOH,11561,9370,1.23,0.0061
ENG_002290,AUD_000647,TV,65393,43106,1.52,0.0043
ENG_002291,AUD_000647,Social,18036,15501,1.16,0.0255
ENG_002292,AUD_000648,Email,11161,8741,1.28,0.0194
ENG_002293,AUD_000648,Print,16343,11861,1.38,0.0197
ENG_002294,AUD_000648,Streaming,23178,18148,1.28,0.0138
ENG_002295,AUD_000648,OOH,12345,10606,1.16,0.028
ENG_002296,AUD_000649,Radio,19762,12081,1.64,0.0013
ENG_002297,AUD_000649,Streaming,62889,42118,1.49,0.0089
ENG_002298,AUD_000649,Retail,1596,1428,1.12,0.0138
ENG_002299,AUD_000650,OOH,11025,9427,1.17,0.0058
ENG_002300,AUD_000650,TV,182685,119054,1.53,0.0066
ENG_002301,AUD_000650,Retail,3452,2838,1.22,0.0087
ENG_002302,AUD_000650,Digital,23235,15725,1.48,0.0415
ENG_002303,AUD_000650,Print,3995,2685,1.49,0.0194
ENG_002304,AUD_000651,Streaming,54416,40441,1.35,0.014
ENG_002305,AUD_000651,Radio,4265,3419,1.25,0.0117
ENG_002306,AUD_000652,Social,13072,11003,1.19,0.0349
ENG_002307,AUD_000652,Radio,7710,5714,1.35,0.0014
ENG_002308,AUD_000653,OOH,16166,11249,1.44,0.0058
ENG_002309,AUD_000653,Social,11478,7402,1.55,0.0788
ENG_002310,AUD_000653,TV,107767,69419,1.55,0.0031
ENG_002311,AUD_000654,Streaming,55801,46834,1.19,0.0122
ENG_002312,AUD_000654,Social,19877,17208,1.16,0.0396
ENG_002313,AUD_000654,Retail,4081,2651,1.54,0.0012
ENG_002314,AUD_000655,Social,1403,1018,1.38,0.0355
ENG_002315,AUD_000655,Radio,11672,9703,1.2,0.0219
ENG_002316,AUD_000655,TV,61612,55432,1.11,0.0037
ENG_002317,AUD_000656,Retail,4932,3194,1.54,0.012
ENG_002318,AUD_000656,TV,145764,119584,1.22,0.0057
ENG_002319,AUD_000656,Social,6888,5324,1.29,0.072
ENG_002320,AUD_000657,TV,182812,161884,1.13,0.0075
ENG_002321,AUD_000657,Print,13469,8160,1.65,0.0028
ENG_002322,AUD_000657,OOH,12536,9546,1.31,0.025
ENG_002323,AUD_000657,Streaming,27810,20173,1.38,0.0163
ENG_002324,AUD_000657,Digital,48541,30328,1.6,0.0264
ENG_002325,AUD_000658,Radio,7486,6400,1.17,0.0194
ENG_002326,AUD_000658,TV,167764,138267,1.21,0.0099
ENG_002327,AUD_000658,OOH,8046,6844,1.18,0.0232
ENG_002328,AUD_000658,Print,10358,9127,1.13,0.0139
ENG_002329,AUD_000658,Digital,27116,22428,1.21,0.044
ENG_002330,AUD_000659,Social,20336,15787,1.29,0.0484
ENG_002331,AUD_000659,OOH,18203,11091,1.64,0.0245
ENG_002332,AUD_000659,TV,137233,92557,1.48,0.0027
ENG_002333,AUD_000659,Streaming,19863,16673,1.19,0.0156
ENG_002334,AUD_000659,Email,8307,7437,1.12,0.0262
ENG_002335,AUD_000660,Radio,7398,6124,1.21,0.0151
ENG_002336,AUD_000660,OOH,13744,9358,1.47,0.0094
ENG_002337,AUD_000660,Email,4728,3061,1.54,0.0105
ENG_002338,AUD_000660,Print,13564,8767,1.55,0.0059
ENG_002339,AUD_000660,Digital,5788,4413,1.31,0.0451
ENG_002340,AUD_000661,Retail,2600,2087,1.25,0.0242
ENG_002341,AUD_000661,Print,5309,4122,1.29,0.0209
ENG_002342,AUD_000661,OOH,13669,8701,1.57,0.016
ENG_002343,AUD_000662,Streaming,36531,28551,1.28,0.0089
ENG_002344,AUD_000662,Print,3432,2097,1.64,0.0121
ENG_002345,AUD_000662,TV,188747,124554,1.52,0.0075
ENG_002346,AUD_000662,Radio,5616,3488,1.61,0.0052
ENG_002347,AUD_000662,Social,20078,15156,1.32,0.0638
ENG_002348,AUD_000663,Retail,4471,3362,1.33,0.0213
ENG_002349,AUD_000663,Digital,11934,9846,1.21,0.0198
ENG_002350,AUD_000664,TV,137308,109215,1.26,0.0069
ENG_002351,AUD_000664,Radio,14604,12762,1.14,0.0102
ENG_002352,AUD_000664,Social,2132,1718,1.24,0.043
ENG_002353,AUD_000665,Streaming,32034,24478,1.31,0.0132
ENG_002354,AUD_000665,Digital,43170,34645,1.25,0.0429
ENG_002355,AUD_000665,Email,18970,16444,1.15,0.023
ENG_002356,AUD_000665,OOH,18006,15859,1.14,0.0231
ENG_002357,AUD_000666,Streaming,70344,44305,1.59,0.0139
ENG_002358,AUD_000666,TV,95723,83683,1.14,0.0028
ENG_002359,AUD_000667,TV,57692,43400,1.33,0.004
ENG_002360,AUD_000667,Social,19296,15411,1.25,0.0372
ENG_002361,AUD_000667,Print,9912,6569,1.51,0.0251
ENG_002362,AUD_000667,OOH,5401,4503,1.2,0.0254
ENG_002363,AUD_000667,Retail,1923,1402,1.37,0.0239
ENG_002364,AUD_000668,OOH,3380,2753,1.23,0.0032
ENG_002365,AUD_000668,Print,17524,10802,1.62,0.0098
ENG_002366,AUD_000668,Streaming,77171,66951,1.15,0.0155
ENG_002367,AUD_000668,Retail,882,733,1.2,0.0295
ENG_002368,AUD_000668,Email,19677,17523,1.12,0.0106
ENG_002369,AUD_000669,Email,4982,3820,1.3,0.0289
ENG_002370,AUD_000669,Retail,1038,875,1.19,0.0256
ENG_002371,AUD_000669,Streaming,71934,49187,1.46,0.0075
ENG_002372,AUD_000669,TV,73985,60225,1.23,0.0072
ENG_002373,AUD_000669,OOH,8484,5357,1.58,0.0056
ENG_002374,AUD_000670,Radio,8117,5009,1.62,0.0209
ENG_002375,AUD_000670,OOH,4502,2880,1.56,0.0152
ENG_002376,AUD_000670,Digital,12426,9124,1.36,0.04
ENG_002377,AUD_000670,Social,11106,7255,1.53,0.0347
ENG_002378,AUD_000670,TV,86845,64975,1.34,0.0038
ENG_002379,AUD_000671,Streaming,31857,19345,1.65,0.0083
ENG_002380,AUD_000671,Radio,9575,6079,1.58,0.011
ENG_002381,AUD_000672,Digital,11745,7081,1.66,0.0238
ENG_002382,AUD_000672,Print,4174,3674,1.14,0.0015
ENG_002383,AUD_000672,TV,68204,50328,1.36,0.0069
ENG_002384,AUD_000672,Retail,1981,1638,1.21,0.0029
ENG_002385,AUD_000672,Radio,14007,12049,1.16,0.0059
ENG_002386,AUD_000673,Email,8055,6433,1.25,0.0287
ENG_002387,AUD_000673,TV,96301,58644,1.64,0.0061
ENG_002388,AUD_000673,OOH,19350,16762,1.15,0.0036
ENG_002389,AUD_000674,TV,151755,119103,1.27,0.0017
ENG_002390,AUD_000674,Streaming,40961,34603,1.18,0.0055
ENG_002391,AUD_000674,Print,16251,12165,1.34,0.0269
ENG_002392,AUD_000674,Digital,15270,9328,1.64,0.0397
ENG_002393,AUD_000675,TV,103660,83650,1.24,0.009
ENG_002394,AUD_000675,Email,12496,8354,1.5,0.0289
ENG_002395,AUD_000675,Social,12875,7830,1.64,0.0773
ENG_002396,AUD_000675,Radio,7143,5188,1.38,0.0104
ENG_002397,AUD_000676,TV,121330,86551,1.4,0.0021
ENG_002398,AUD_000676,Retail,2500,1526,1.64,0.0269
ENG_002399,AUD_000677,Radio,7781,5185,1.5,0.0046
ENG_002400,AUD_000677,Streaming,61879,45353,1.36,0.0058
ENG_002401,AUD_000678,Retail,3034,1905,1.59,0.0254
ENG_002402,AUD_000678,TV,138596,106735,1.3,0.0071
ENG_002403,AUD_000678,Social,14594,10233,1.43,0.0342
ENG_002404,AUD_000679,Social,8382,6691,1.25,0.051
ENG_002405,AUD_000679,Print,12858,9568,1.34,0.0068
ENG_002406,AUD_000680,Radio,1382,840,1.65,0.017
ENG_002407,AUD_000680,TV,76731,55058,1.39,0.0071
ENG_002408,AUD_000681,Radio,15107,11418,1.32,0.0198
ENG_002409,AUD_000681,TV,120251,86267,1.39,0.001
ENG_002410,AUD_000681,OOH,1582,1056,1.5,0.0084
ENG_002411,AUD_000681,Email,13129,11293,1.16,0.0115
ENG_002412,AUD_000681,Digital,49270,40297,1.22,0.048
ENG_002413,AUD_000682,Retail,1364,1130,1.21,0.0275
ENG_002414,AUD_000682,Digital,6393,4105,1.56,0.0168
ENG_002415,AUD_000682,TV,74883,53360,1.4,0.0041
ENG_002416,AUD_000682,Print,18114,13843,1.31,0.0185
ENG_002417,AUD_000682,Email,14302,11773,1.21,0.0254
ENG_002418,AUD_000683,OOH,2059,1517,1.36,0.011
ENG_002419,AUD_000683,Radio,19952,17507,1.14,0.0123
ENG_002420,AUD_000684,OOH,14147,8887,1.59,0.0124
ENG_002421,AUD_000684,Radio,6226,4971,1.25,0.0205
ENG_002422,AUD_000684,Print,17882,14094,1.27,0.0092
ENG_002423,AUD_000684,TV,101453,83192,1.22,0.0071
ENG_002424,AUD_000684,Digital,27660,20122,1.37,0.0452
ENG_002425,AUD_000685,Digital,41418,37016,1.12,0.0132
ENG_002426,AUD_000685,TV,57831,49070,1.18,0.0045
ENG_002427,AUD_000685,Streaming,54480,36405,1.5,0.0123
ENG_002428,AUD_000685,OOH,10678,6689,1.6,0.0095
ENG_002429,AUD_000685,Email,5674,4634,1.22,0.0216
ENG_002430,AUD_000686,Streaming,18444,15845,1.16,0.0104
ENG_002431,AUD_000686,OOH,13065,9230,1.42,0.0288
ENG_002432,AUD_000686,Digital,8337,5126,1.63,0.0351
ENG_002433,AUD_000686,Print,1605,1434,1.12,0.0218
ENG_002434,AUD_000686,Email,12471,8623,1.45,0.0067
ENG_002435,AUD_000687,Print,5554,4321,1.29,0.0069
ENG_002436,AUD_000687,Retail,1260,770,1.64,0.0237
ENG_002437,AUD_000687,Streaming,13251,10198,1.3,0.0191
ENG_002438,AUD_000687,Social,9554,6659,1.43,0.0587
ENG_002439,AUD_000688,Retail,2934,2149,1.37,0.0054
ENG_002440,AUD_000688,Print,7491,5434,1.38,0.0138
ENG_002441,AUD_000689,OOH,15021,9070,1.66,0.006
ENG_002442,AUD_000689,TV,94511,66222,1.43,0.0092
ENG_002443,AUD_000690,Streaming,22229,16339,1.36,0.0078
ENG_002444,AUD_000690,Social,7118,5436,1.31,0.0744
ENG_002445,AUD_000690,Digital,27703,19108,1.45,0.0128
ENG_002446,AUD_000691,Retail,2526,2256,1.12,0.014
ENG_002447,AUD_000691,TV,59482,41952,1.42,0.0059
ENG_002448,AUD_000691,OOH,19168,12448,1.54,0.0043
ENG_002449,AUD_000691,Social,7158,5612,1.28,0.0327
ENG_002450,AUD_000692,Streaming,65480,52090,1.26,0.0196
ENG_002451,AUD_000692,TV,163788,145061,1.13,0.0022
ENG_002452,AUD_000692,Print,2995,2499,1.2,0.0283
ENG_002453,AUD_000692,Retail,2833,2028,1.4,0.0219
ENG_002454,AUD_000692,Email,16712,11912,1.4,0.0144
ENG_002455,AUD_000693,Print,19188,13018,1.47,0.0112
ENG_002456,AUD_000693,Digital,49597,30915,1.6,0.0447
ENG_002457,AUD_000693,OOH,11017,7429,1.48,0.0295
ENG_002458,AUD_000693,TV,198055,128056,1.55,0.0052
ENG_002459,AUD_000694,Digital,12851,7742,1.66,0.0308
ENG_002460,AUD_000694,Print,11975,9932,1.21,0.0041
ENG_002461,AUD_000695,Email,11930,7662,1.56,0.0081
ENG_002462,AUD_000695,Digital,49078,42241,1.16,0.0317
ENG_002463,AUD_000695,OOH,14415,10107,1.43,0.0174
ENG_002464,AUD_000696,Email,12432,8151,1.53,0.0258
ENG_002465,AUD_000696,TV,61195,52325,1.17,0.004
ENG_002466,AUD_000697,Print,8186,7096,1.15,0.0223
