performance_id,campaign_id,segment_id,creative_id,media_channel,impressions,clicks,conversions,cost,ROI,CTR
PERF_002788,CAM_000316,SEG_002952,CRE_001248,Social,65755,1025,42,890.41,4.34,0.0156
PERF_002789,CAM_000059,SEG_002875,CRE_000234,TV,80076,1216,47,2201.06,1.76,0.0152
PERF_002790,CAM_000034,SEG_000692,CRE_000133,Streaming,51253,408,4,1020.1,-0.44,0.008
PERF_002791,CAM_000222,SEG_000452,CRE_000885,Radio,12971,146,1,53.94,1.27,0.0113
PERF_002792,CAM_000168,SEG_000417,CRE_000669,Social,44314,639,23,230.61,7.09,0.0144
PERF_002793,CAM_000231,SEG_002084,CRE_000922,Streaming,64544,1199,55,655.02,11.51,0.0186
PERF_002794,CAM_000168,SEG_001440,CRE_000671,Radio,2861,42,0,18.16,-1.0,0.0148
PERF_002795,CAM_000007,SEG_002372,CRE_000025,TV,86519,854,14,2607.95,-0.52,0.0099
PERF_002796,CAM_000068,SEG_000922,CRE_000269,Radio,46373,693,31,167.68,13.7,0.015
PERF_002797,CAM_000088,SEG_002496,CRE_000351,Social,23823,426,5,160.34,1.97,0.0179
PERF_002798,CAM_000073,SEG_000030,CRE_000289,Radio,68548,1018,47,272.08,8.07,0.0149
PERF_002799,CAM_000330,SEG_001638,CRE_001289,Streaming,32311,227,11,756.25,1.33,0.007
PERF_002800,CAM_000131,SEG_000061,CRE_000523,OOH,86848,777,23,628.41,2.09,0.009
PERF_002801,CAM_000333,SEG_002479,CRE_001297,Email,14359,123,1,113.96,0.64,0.0086
PERF_002802,CAM_000285,SEG_002954,CRE_001140,TV,96433,1691,49,3435.23,0.74,0.0175
PERF_002803,CAM_000174,SEG_001250,CRE_000696,Social,26960,291,10,331.37,2.1,0.0108
PERF_002804,CAM_000263,SEG_001885,CRE_001050,Retail,29718,351,14,220.83,7.0,0.0118
PERF_002805,CAM_000024,SEG_002800,CRE_000094,Social,26924,533,13,157.1,8.0,0.0198
PERF_002806,CAM_000382,SEG_001970,CRE_001445,Radio,4151,47,1,15.63,11.38,0.0113
PERF_002807,CAM_000050,SEG_001533,CRE_000200,Streaming,52785,451,22,1050.64,1.55,0.0085
PERF_002808,CAM_000182,SEG_001179,CRE_000725,OOH,82943,1602,42,743.14,4.8,0.0193
PERF_002809,CAM_000007,SEG_000988,CRE_000027,Social,36047,657,9,336.31,3.82,0.0182
PERF_002810,CAM_000226,SEG_000692,CRE_000903,Social,25451,597,15,284.28,2.67,0.0235
PERF_002811,CAM_000070,SEG_001845,CRE_000277,Email,61815,357,6,273.19,0.14,0.0058
PERF_002812,CAM_000389,SEG_002407,CRE_001467,OOH,44292,275,12,89.89,9.41,0.0062
PERF_002813,CAM_000314,SEG_000972,CRE_001240,Retail,2480,33,1,13.15,7.57,0.0136
PERF_002814,CAM_000291,SEG_002284,CRE_001164,Radio,83789,896,41,405.51,18.8,0.0107
PERF_002815,CAM_000351,SEG_002147,CRE_001351,Streaming,58894,351,15,622.25,0.79,0.006
PERF_002816,CAM_000075,SEG_002430,CRE_000298,Email,39250,547,21,112.2,23.65,0.0139
PERF_002817,CAM_000105,SEG_003017,CRE_000418,Social,17750,121,2,235.79,0.4,0.0069
PERF_002818,CAM_000342,SEG_000252,CRE_001325,TV,38921,621,10,905.74,-0.45,0.016
PERF_002819,CAM_000067,SEG_000119,CRE_000265,Social,90459,455,10,907.9,0.61,0.005
PERF_002820,CAM_000087,SEG_000109,CRE_000348,TV,60376,623,7,2171.21,-0.76,0.0103
PERF_002821,CAM_000202,SEG_001464,CRE_000805,Social,11984,182,4,112.07,1.65,0.0152
PERF_002822,CAM_000060,SEG_002613,CRE_000240,Retail,32691,421,8,125.8,10.3,0.0129
PERF_002823,CAM_000180,SEG_000029,CRE_000718,Social,47157,816,12,465.92,1.2,0.0173
PERF_002824,CAM_000301,SEG_000144,CRE_001202,OOH,51063,840,39,361.35,9.66,0.0165
PERF_002825,CAM_000349,SEG_001876,CRE_001346,Social,80589,1111,28,1188.7,1.09,0.0138
PERF_002826,CAM_000046,SEG_002246,CRE_000182,Social,76777,529,8,389.92,3.02,0.0069
PERF_002827,CAM_000202,SEG_001485,CRE_000805,Retail,9207,155,3,79.99,1.04,0.0169
PERF_002828,CAM_000303,SEG_000961,CRE_001207,Email,74520,1427,46,245.47,25.58,0.0192
PERF_002829,CAM_000385,SEG_000987,CRE_001455,Social,95451,2233,31,1362.44,1.01,0.0234
PERF_002830,CAM_000275,SEG_000768,CRE_001098,Retail,2558,43,1,16.02,9.39,0.0169
PERF_002831,CAM_000188,SEG_002075,CRE_000752,Print,89227,742,7,648.67,0.8,0.0083
PERF_002832,CAM_000036,SEG_000609,CRE_000142,Digital,7694,42,0,19.57,-1.0,0.0055
PERF_002833,CAM_000378,SEG_002271,CRE_001434,Radio,93943,600,27,452.39,9.65,0.0064
PERF_002834,CAM_000277,SEG_001072,CRE_001107,OOH,5137,40,1,48.55,1.63,0.0078
PERF_002835,CAM_000123,SEG_000062,CRE_000490,Radio,96371,540,19,795.37,2.17,0.0056
PERF_002836,CAM_000144,SEG_002117,CRE_000573,Digital,31373,366,8,112.64,3.99,0.0117
PERF_002837,CAM_000211,SEG_000284,CRE_000844,Email,91990,584,15,235.07,5.47,0.0064
PERF_002838,CAM_000105,SEG_001596,CRE_000418,Print,20178,144,5,110.21,2.52,0.0071
PERF_002839,CAM_000171,SEG_001757,CRE_000684,Radio,54942,374,13,398.57,1.26,0.0068
PERF_002840,CAM_000174,SEG_000939,CRE_000693,Radio,12011,235,3,50.98,8.02,0.0196
PERF_002841,CAM_000234,SEG_001215,CRE_000933,Digital,62234,337,8,348.05,3.34,0.0054
PERF_002842,CAM_000194,SEG_001140,CRE_000774,Streaming,59953,500,9,649.94,1.16,0.0084
PERF_002843,CAM_000149,SEG_001176,CRE_000596,OOH,97180,1478,39,735.54,4.1,0.0152
PERF_002844,CAM_000033,SEG_002494,CRE_000130,Digital,51543,273,9,243.86,4.38,0.0053
PERF_002845,CAM_000396,SEG_000096,CRE_001487,OOH,9512,62,1,41.57,0.39,0.0066
PERF_002846,CAM_000100,SEG_000594,CRE_000399,Digital,47776,560,16,256.98,9.64,0.0117
PERF_002847,CAM_000009,SEG_002089,CRE_000033,TV,72090,939,41,1259.24,3.19,0.013
PERF_002848,CAM_000334,SEG_002217,CRE_001302,Retail,51777,792,34,212.14,23.83,0.0153
PERF_002849,CAM_000142,SEG_000739,CRE_000568,Digital,19934,218,10,46.94,34.13,0.011
PERF_002850,CAM_000128,SEG_000338,CRE_000512,Email,24750,705,10,190.46,7.47,0.0285
PERF_002851,CAM_000161,SEG_002558,CRE_000641,Digital,91119,526,13,424.64,4.43,0.0058
PERF_002852,CAM_000351,SEG_000868,CRE_001351,Print,64307,633,24,340.54,6.44,0.0098
PERF_002853,CAM_000368,SEG_001191,CRE_001403,Email,53071,622,20,455.86,5.54,0.0117
PERF_002854,CAM_000172,SEG_001432,CRE_000685,OOH,15400,283,13,125.67,13.8,0.0184
PERF_002855,CAM_000375,SEG_001972,CRE_001424,Digital,37993,461,21,196.84,11.43,0.0122
PERF_002856,CAM_000102,SEG_001776,CRE_000408,Social,63692,1120,48,485.15,10.55,0.0176
PERF_002857,CAM_000211,SEG_002903,CRE_000844,OOH,95549,781,33,761.86,1.88,0.0082
PERF_002858,CAM_000034,SEG_001708,CRE_000135,Radio,87182,1393,26,389.55,7.17,0.016
PERF_002859,CAM_000069,SEG_001605,CRE_000274,TV,92608,1817,78,3582.73,1.85,0.0196
PERF_002860,CAM_000015,SEG_002920,CRE_000060,OOH,41298,596,19,376.06,6.91,0.0144
PERF_002861,CAM_000093,SEG_001674,CRE_000372,Retail,12678,185,8,39.86,19.38,0.0146
PERF_002862,CAM_000056,SEG_003002,CRE_000223,Digital,32475,382,4,193.62,0.29,0.0118
PERF_002863,CAM_000042,SEG_000694,CRE_000168,Radio,69237,500,22,279.85,12.09,0.0072
PERF_002864,CAM_000368,SEG_003015,CRE_001404,Streaming,33903,280,5,813.78,-0.37,0.0083
PERF_002865,CAM_000270,SEG_000232,CRE_001080,Print,89151,1253,50,268.84,9.29,0.0141
PERF_002866,CAM_000031,SEG_000284,CRE_000123,Social,33924,639,8,370.52,2.51,0.0189
PERF_002867,CAM_000349,SEG_002544,CRE_001347,Digital,95114,1417,24,521.14,2.35,0.0149
PERF_002868,CAM_000181,SEG_001012,CRE_000723,Digital,59002,330,3,288.77,0.65,0.0056
PERF_002869,CAM_000141,SEG_000305,CRE_000564,OOH,52915,495,9,528.28,0.12,0.0094
PERF_002870,CAM_000024,SEG_002635,CRE_000096,Social,18260,205,3,142.9,3.17,0.0112
PERF_002871,CAM_000235,SEG_002680,CRE_000937,Digital,91382,1139,55,240.47,12.47,0.0125
PERF_002872,CAM_000084,SEG_001496,CRE_000334,Retail,42186,754,19,294.03,3.15,0.0179
PERF_002873,CAM_000062,SEG_001933,CRE_000248,OOH,23284,409,13,146.79,15.48,0.0176
PERF_002874,CAM_000228,SEG_000641,CRE_000911,TV,85279,1576,32,3394.82,-0.03,0.0185
PERF_002875,CAM_000048,SEG_000480,CRE_000190,OOH,17080,206,6,91.07,4.1,0.0121
PERF_002876,CAM_000206,SEG_002673,CRE_000824,Streaming,49251,547,14,893.58,0.72,0.0111
PERF_002877,CAM_000198,SEG_002741,CRE_000791,Radio,85832,452,18,429.62,3.53,0.0053
PERF_002878,CAM_000082,SEG_001699,CRE_000328,Email,46908,555,27,377.8,9.65,0.0118
PERF_002879,CAM_000159,SEG_001999,CRE_000634,Digital,74228,838,10,593.01,2.28,0.0113
PERF_002880,CAM_000038,SEG_000313,CRE_000151,Social,93755,1239,29,739.65,6.68,0.0132
PERF_002881,CAM_000125,SEG_000953,CRE_000499,Streaming,13081,201,7,226.77,0.78,0.0154
PERF_002882,CAM_000147,SEG_002953,CRE_000586,Radio,41576,507,22,345.67,4.14,0.0122
PERF_002883,CAM_000348,SEG_002340,CRE_001343,TV,37583,666,19,1234.19,-0.19,0.0177
PERF_002884,CAM_000400,SEG_000164,CRE_001498,Social,30582,659,22,188.27,6.09,0.0216
PERF_002885,CAM_000172,SEG_002103,CRE_000686,TV,22079,314,8,360.08,1.54,0.0142
PERF_002886,CAM_000004,SEG_001158,CRE_000013,Social,4902,93,2,46.08,6.66,0.019
PERF_002887,CAM_000045,SEG_002657,CRE_000178,Retail,2615,28,1,13.43,3.21,0.0107
PERF_002888,CAM_000080,SEG_001165,CRE_000317,Email,55288,632,31,234.77,21.78,0.0114
PERF_002889,CAM_000352,SEG_002063,CRE_001354,Radio,15008,174,3,64.84,1.83,0.0116
PERF_002890,CAM_000280,SEG_002159,CRE_001118,Digital,42417,441,7,147.29,6.09,0.0104
PERF_002891,CAM_000075,SEG_001407,CRE_000297,Print,30893,367,7,251.04,4.54,0.0119
PERF_002892,CAM_000052,SEG_001571,CRE_000206,OOH,63753,909,27,150.36,30.91,0.0143
PERF_002893,CAM_000274,SEG_000856,CRE_001095,Streaming,7938,40,0,79.7,-1.0,0.0052
PERF_002894,CAM_000181,SEG_002590,CRE_000721,TV,61498,1028,15,929.73,0.44,0.0167
PERF_002895,CAM_000260,SEG_001758,CRE_001037,OOH,15785,282,7,39.07,33.21,0.0179
PERF_002896,CAM_000116,SEG_000989,CRE_000462,Email,20167,584,7,69.65,4.72,0.029
PERF_002897,CAM_000060,SEG_000441,CRE_000239,Retail,80026,1265,43,234.96,18.63,0.0158
PERF_002898,CAM_000012,SEG_001430,CRE_000047,Email,79923,1069,37,552.37,10.76,0.0134
PERF_002899,CAM_000359,SEG_000901,CRE_001376,Print,34694,643,21,243.91,8.75,0.0186
PERF_002900,CAM_000008,SEG_000463,CRE_000029,Print,5654,47,0,44.19,-1.0,0.0083
PERF_002901,CAM_000367,SEG_000605,CRE_001400,Social,73440,1293,21,543.23,2.16,0.0176
PERF_002902,CAM_000167,SEG_001298,CRE_000668,OOH,18813,225,2,129.76,1.51,0.012
PERF_002903,CAM_000015,SEG_001299,CRE_000058,Streaming,72252,1286,45,1302.64,1.51,0.0178
PERF_002904,CAM_000322,SEG_001677,CRE_001264,Print,48179,866,37,266.44,14.4,0.018
PERF_002905,CAM_000239,SEG_002981,CRE_000953,Email,67113,1284,22,139.56,21.7,0.0191
PERF_002906,CAM_000108,SEG_002059,CRE_000432,OOH,18179,91,1,138.63,-0.41,0.005
PERF_002907,CAM_000172,SEG_002529,CRE_000686,Print,67600,909,45,326.53,12.3,0.0135
PERF_002908,CAM_000125,SEG_002401,CRE_000497,Print,61993,1104,39,338.0,5.9,0.0178
PERF_002909,CAM_000254,SEG_002872,CRE_001013,Radio,2077,10,0,17.64,-1.0,0.005
PERF_002910,CAM_000029,SEG_002655,CRE_000115,Retail,27871,505,15,75.43,34.31,0.0181
PERF_002911,CAM_000181,SEG_000288,CRE_000724,TV,2363,38,1,47.85,2.15,0.0163
PERF_002912,CAM_000370,SEG_001239,CRE_001409,Email,43049,1058,34,356.83,8.49,0.0246
PERF_002913,CAM_000036,SEG_001629,CRE_000141,Retail,9288,185,5,57.26,6.23,0.02
PERF_002914,CAM_000200,SEG_001849,CRE_000799,TV,13850,230,9,276.39,4.43,0.0166
PERF_002915,CAM_000364,SEG_001958,CRE_001392,Email,16410,557,14,79.44,25.45,0.034
PERF_002916,CAM_000341,SEG_000948,CRE_001321,Radio,20587,183,7,166.42,4.85,0.0089
PERF_002917,CAM_000219,SEG_002816,CRE_000876,TV,35113,575,9,1029.45,0.2,0.0164
PERF_002918,CAM_000365,SEG_001058,CRE_001395,TV,10038,142,2,294.45,-0.34,0.0142
PERF_002919,CAM_000295,SEG_002295,CRE_001177,Email,11446,299,9,49.54,27.58,0.0262
PERF_002920,CAM_000158,SEG_001145,CRE_000630,Radio,66052,1035,44,296.96,10.48,0.0157
PERF_002921,CAM_000182,SEG_002421,CRE_000727,Streaming,21667,414,13,463.24,1.81,0.0191
PERF_002922,CAM_000386,SEG_002394,CRE_001457,Social,97759,1908,85,978.8,4.68,0.0195
PERF_002923,CAM_000223,SEG_000202,CRE_000892,Digital,71594,631,26,201.44,18.68,0.0088
PERF_002924,CAM_000381,SEG_000163,CRE_001441,OOH,30367,304,3,109.87,3.37,0.01
PERF_002925,CAM_000181,SEG_002620,CRE_000722,OOH,3984,58,1,33.41,0.88,0.0147
PERF_002926,CAM_000261,SEG_001063,CRE_001044,Digital,20469,159,2,161.52,-0.04,0.0078
PERF_002927,CAM_000320,SEG_001390,CRE_001259,Radio,67101,861,21,625.43,2.32,0.0128
PERF_002928,CAM_000107,SEG_001818,CRE_000428,Social,80372,1186,19,1193.24,-0.19,0.0148
PERF_002929,CAM_000182,SEG_001471,CRE_000727,TV,18761,370,9,638.3,0.5,0.0197
PERF_002930,CAM_000318,SEG_002404,CRE_001253,Streaming,35845,587,28,804.93,5.14,0.0164
PERF_002931,CAM_000112,SEG_001298,CRE_000446,Radio,79026,1346,35,689.39,5.08,0.017
PERF_002932,CAM_000008,SEG_000663,CRE_000030,OOH,9069,78,2,63.0,4.5,0.0087
PERF_002933,CAM_000310,SEG_002063,CRE_001229,Social,63156,560,10,832.12,-0.23,0.0089
PERF_002934,CAM_000094,SEG_002672,CRE_000376,OOH,64351,1264,36,498.12,11.2,0.0197
PERF_002935,CAM_000063,SEG_000382,CRE_000252,Email,40431,535,15,268.41,1.94,0.0133
PERF_002936,CAM_000295,SEG_000615,CRE_001177,Streaming,72130,1279,27,1337.16,0.19,0.0177
PERF_002937,CAM_000176,SEG_000688,CRE_000701,Radio,68620,813,13,613.23,0.69,0.0119
PERF_002938,CAM_000109,SEG_000449,CRE_000434,TV,24490,179,7,952.99,-0.13,0.0073
PERF_002939,CAM_000330,SEG_001008,CRE_001290,Radio,40515,228,9,288.5,1.5,0.0056
PERF_002940,CAM_000130,SEG_002790,CRE_000518,TV,13573,152,7,487.66,1.19,0.0113
PERF_002941,CAM_000185,SEG_002225,CRE_000740,TV,94109,1058,11,3514.58,-0.74,0.0112
PERF_002942,CAM_000036,SEG_002046,CRE_000142,Email,50874,793,37,130.62,18.71,0.0156
PERF_002943,CAM_000036,SEG_002849,CRE_000143,Retail,53520,526,16,152.18,17.01,0.0098
PERF_002944,CAM_000106,SEG_002734,CRE_000422,Digital,22856,314,3,155.69,2.66,0.0137
PERF_002945,CAM_000181,SEG_000275,CRE_000723,Digital,90708,740,8,507.79,-0.03,0.0082
PERF_002946,CAM_000311,SEG_001976,CRE_001233,Email,94352,1723,38,827.92,3.35,0.0183
PERF_002947,CAM_000379,SEG_002621,CRE_001436,TV,2499,44,1,46.26,2.72,0.0179
PERF_002948,CAM_000039,SEG_000181,CRE_000156,OOH,65678,656,8,491.63,1.77,0.01
PERF_002949,CAM_000306,SEG_002642,CRE_001216,TV,79659,1507,27,2315.94,1.02,0.0189
PERF_002950,CAM_000009,SEG_001675,CRE_000036,Retail,85050,783,8,831.84,0.57,0.0092
PERF_002951,CAM_000215,SEG_000078,CRE_000860,Print,7707,122,3,38.85,6.58,0.0159
PERF_002952,CAM_000106,SEG_001936,CRE_000422,Email,33287,1133,44,109.08,70.35,0.034
PERF_002953,CAM_000258,SEG_002428,CRE_001032,Digital,19248,272,3,120.07,2.26,0.0142
PERF_002954,CAM_000057,SEG_000035,CRE_000226,Print,21438,326,12,88.95,7.17,0.0153
PERF_002955,CAM_000211,SEG_002492,CRE_000843,Streaming,29202,359,7,304.98,2.01,0.0123
PERF_002956,CAM_000314,SEG_001154,CRE_001241,OOH,69272,682,10,534.09,2.18,0.0098
PERF_002957,CAM_000327,SEG_000569,CRE_001281,OOH,84377,790,25,801.85,3.9,0.0094
PERF_002958,CAM_000289,SEG_000475,CRE_001153,Streaming,90610,1459,35,1334.25,1.42,0.0161
PERF_002959,CAM_000013,SEG_002212,CRE_000049,Print,18641,108,3,156.4,2.08,0.0058
PERF_002960,CAM_000319,SEG_002027,CRE_001257,Radio,66596,1269,54,164.87,23.09,0.0191
PERF_002961,CAM_000307,SEG_000249,CRE_001219,Social,25917,459,16,186.49,15.51,0.0177
PERF_002962,CAM_000026,SEG_000608,CRE_000103,Print,72685,565,8,332.15,3.04,0.0078
PERF_002963,CAM_000145,SEG_002090,CRE_000579,Radio,22197,296,5,146.13,3.35,0.0133
PERF_002964,CAM_000164,SEG_001831,CRE_000653,Digital,30285,195,4,238.0,0.37,0.0064
PERF_002965,CAM_000058,SEG_000637,CRE_000232,Streaming,69742,780,8,1031.71,0.27,0.0112
PERF_002966,CAM_000066,SEG_002753,CRE_000263,Radio,42822,256,3,278.8,0.55,0.006
PERF_002967,CAM_000201,SEG_002544,CRE_000804,Digital,80817,644,26,484.34,4.96,0.008
PERF_002968,CAM_000319,SEG_002634,CRE_001255,OOH,65414,343,3,283.43,0.13,0.0052
PERF_002969,CAM_000183,SEG_000296,CRE_000730,Radio,44321,312,14,142.97,16.42,0.0071
PERF_002970,CAM_000292,SEG_001636,CRE_001167,Streaming,77568,1413,57,1189.04,5.48,0.0182
PERF_002971,CAM_000059,SEG_001248,CRE_000235,TV,33883,333,14,549.83,1.5,0.0098
PERF_002972,CAM_000255,SEG_002945,CRE_001018,Email,98367,2945,101,433.39,33.56,0.0299
PERF_002973,CAM_000268,SEG_002056,CRE_001072,Print,57039,630,29,415.14,11.57,0.011
PERF_002974,CAM_000030,SEG_001819,CRE_000118,TV,58450,528,21,1686.74,1.13,0.009
PERF_002975,CAM_000213,SEG_000055,CRE_000852,Streaming,73142,408,18,1733.63,-0.3,0.0056
PERF_002976,CAM_000222,SEG_001515,CRE_000885,OOH,61538,1101,24,179.78,23.29,0.0179
PERF_002977,CAM_000189,SEG_000801,CRE_000753,Digital,83029,628,13,649.24,1.07,0.0076
PERF_002978,CAM_000231,SEG_000119,CRE_000923,Print,43357,416,12,397.32,3.13,0.0096
PERF_002979,CAM_000191,SEG_001297,CRE_000761,Social,82624,1297,37,1193.23,4.93,0.0157
PERF_002980,CAM_000356,SEG_002789,CRE_001366,Streaming,41293,289,13,722.71,1.24,0.007
PERF_002981,CAM_000075,SEG_001212,CRE_000298,Digital,15964,105,4,126.7,4.27,0.0066
PERF_002982,CAM_000212,SEG_000875,CRE_000847,TV,2450,16,0,93.84,-1.0,0.0066
PERF_002983,CAM_000326,SEG_000537,CRE_001277,Streaming,38769,271,12,541.27,0.44,0.007
PERF_002984,CAM_000109,SEG_002410,CRE_000435,Radio,29785,377,6,268.63,0.35,0.0127
PERF_002985,CAM_000156,SEG_002092,CRE_000623,Print,57497,297,3,444.19,-0.55,0.0052
PERF_002986,CAM_000308,SEG_001104,CRE_001224,TV,86742,704,33,3426.87,-0.16,0.0081
PERF_002987,CAM_000196,SEG_000800,CRE_000781,TV,47626,736,11,1619.62,0.03,0.0155
PERF_002988,CAM_000046,SEG_000826,CRE_000182,Streaming,48345,849,34,782.81,6.79,0.0176
PERF_002989,CAM_000367,SEG_001690,CRE_001401,Digital,32194,322,8,167.14,4.3,0.01
PERF_002990,CAM_000050,SEG_000108,CRE_000198,Print,11172,140,2,109.73,1.75,0.0126
PERF_002991,CAM_000225,SEG_002146,CRE_000897,Retail,21662,237,8,92.3,12.85,0.011
PERF_002992,CAM_000253,SEG_001208,CRE_001010,Radio,49822,303,13,363.58,4.12,0.0061
PERF_002993,CAM_000081,SEG_000922,CRE_000321,Digital,80826,1068,13,554.12,3.31,0.0132
PERF_002994,CAM_000260,SEG_000668,CRE_001039,TV,80765,1578,66,2349.42,0.76,0.0195
PERF_002995,CAM_000377,SEG_001925,CRE_001429,TV,11501,156,5,226.26,1.72,0.0136
PERF_002996,CAM_000060,SEG_002648,CRE_000237,OOH,78427,787,23,363.61,8.17,0.01
PERF_002997,CAM_000204,SEG_001793,CRE_000813,Print,17106,125,4,101.17,5.34,0.0073
PERF_002998,CAM_000397,SEG_001159,CRE_001490,Retail,41710,276,12,203.53,4.48,0.0066
PERF_002999,CAM_000172,SEG_001972,CRE_000688,Email,25077,345,10,93.42,19.21,0.0138
PERF_003000,CAM_000259,SEG_000477,CRE_001036,TV,13428,260,9,324.31,2.48,0.0194
PERF_003001,CAM_000141,SEG_002735,CRE_000563,Radio,59646,1128,25,305.64,3.52,0.0189
PERF_003002,CAM_000056,SEG_001832,CRE_000222,Retail,83208,1574,21,238.05,6.91,0.0189
PERF_003003,CAM_000191,SEG_002969,CRE_000762,Digital,66318,537,26,237.01,11.59,0.0081
PERF_003004,CAM_000144,SEG_001315,CRE_000574,Social,9809,173,5,72.37,10.89,0.0177
PERF_003005,CAM_000164,SEG_001730,CRE_000654,Streaming,21065,344,6,269.26,2.06,0.0164
PERF_003006,CAM_000115,SEG_001661,CRE_000459,Social,59916,338,12,856.63,0.96,0.0057
PERF_003007,CAM_000036,SEG_000497,CRE_000143,Social,90497,1550,66,1195.21,7.39,0.0171
PERF_003008,CAM_000075,SEG_000756,CRE_000299,Digital,58682,715,35,152.17,29.58,0.0122
PERF_003009,CAM_000178,SEG_000620,CRE_000711,Streaming,12413,231,7,286.15,2.77,0.0186
PERF_003010,CAM_000081,SEG_000743,CRE_000323,Social,16742,271,8,247.3,5.21,0.0162
PERF_003011,CAM_000088,SEG_000889,CRE_000351,OOH,46961,580,10,439.88,0.23,0.0124
PERF_003012,CAM_000061,SEG_001813,CRE_000241,Email,13249,172,5,59.2,15.25,0.013
PERF_003013,CAM_000336,SEG_000595,CRE_001308,OOH,86556,779,34,678.47,5.72,0.009
PERF_003014,CAM_000060,SEG_000777,CRE_000238,OOH,96001,1277,51,295.56,20.03,0.0133
PERF_003015,CAM_000084,SEG_001191,CRE_000333,Email,34180,842,33,218.74,9.36,0.0247
PERF_003016,CAM_000207,SEG_000627,CRE_000825,Streaming,64891,996,36,991.69,3.75,0.0154
PERF_003017,CAM_000310,SEG_001634,CRE_001230,Digital,60050,721,15,357.0,1.42,0.012
PERF_003018,CAM_000028,SEG_002637,CRE_000109,Social,82257,1810,46,445.42,12.09,0.022
PERF_003019,CAM_000055,SEG_000444,CRE_000218,Streaming,65213,358,3,1347.97,-0.72,0.0055
PERF_003020,CAM_000350,SEG_002687,CRE_001348,OOH,31169,378,11,155.5,3.79,0.0121
PERF_003021,CAM_000238,SEG_002814,CRE_000949,TV,17830,101,4,519.34,-0.06,0.0057
PERF_003022,CAM_000330,SEG_000231,CRE_001288,Streaming,55557,843,41,908.03,5.18,0.0152
PERF_003023,CAM_000034,SEG_002108,CRE_000134,TV,60174,732,24,1890.31,0.58,0.0122
PERF_003024,CAM_000132,SEG_002008,CRE_000525,Streaming,90928,1003,49,978.57,3.51,0.011
PERF_003025,CAM_000282,SEG_001386,CRE_001126,Email,71906,1768,73,604.69,9.85,0.0246
PERF_003026,CAM_000147,SEG_000558,CRE_000588,Radio,8633,159,6,68.83,10.04,0.0185
PERF_003027,CAM_000182,SEG_001194,CRE_000726,Social,66807,899,44,833.5,4.14,0.0135
PERF_003028,CAM_000214,SEG_000706,CRE_000854,Radio,24266,300,7,232.55,2.51,0.0124
PERF_003029,CAM_000056,SEG_000973,CRE_000223,Radio,49346,374,16,134.94,13.22,0.0076
PERF_003030,CAM_000109,SEG_002209,CRE_000436,Digital,12615,72,1,66.02,0.01,0.0058
PERF_003031,CAM_000265,SEG_001690,CRE_001060,Radio,4130,73,1,18.11,9.74,0.0177
PERF_003032,CAM_000362,SEG_002160,CRE_001384,Radio,55620,901,30,520.0,2.43,0.0162
PERF_003033,CAM_000189,SEG_001184,CRE_000753,Print,67173,1329,53,432.37,13.11,0.0198
PERF_003034,CAM_000121,SEG_002863,CRE_000484,Retail,24144,416,7,117.74,3.62,0.0173
PERF_003035,CAM_000336,SEG_002130,CRE_001308,OOH,2516,46,1,12.06,13.05,0.0187
PERF_003036,CAM_000094,SEG_001616,CRE_000373,OOH,24056,238,11,125.67,10.03,0.0099
PERF_003037,CAM_000034,SEG_000404,CRE_000134,Retail,2365,36,0,22.58,-1.0,0.0156
PERF_003038,CAM_000080,SEG_001060,CRE_000318,Print,15898,162,6,91.28,10.19,0.0102
PERF_003039,CAM_000398,SEG_000281,CRE_001494,Print,17452,210,5,61.65,14.03,0.0121
PERF_003040,CAM_000017,SEG_000754,CRE_000068,TV,56050,360,16,1787.72,0.51,0.0064
PERF_003041,CAM_000284,SEG_001781,CRE_001134,Radio,21376,303,11,123.06,7.27,0.0142
PERF_003042,CAM_000006,SEG_002211,CRE_000021,Digital,95153,660,23,395.1,4.01,0.0069
PERF_003043,CAM_000331,SEG_002116,CRE_001291,Retail,90339,958,26,760.12,1.81,0.0106
PERF_003044,CAM_000348,SEG_002728,CRE_001342,Email,41372,692,19,275.77,3.18,0.0167
PERF_003045,CAM_000268,SEG_002502,CRE_001070,Streaming,42524,421,11,548.67,1.83,0.0099
PERF_003046,CAM_000027,SEG_002860,CRE_000106,Retail,62927,924,42,184.47,32.03,0.0147
PERF_003047,CAM_000095,SEG_001190,CRE_000379,Retail,18971,186,6,97.65,6.85,0.0098
PERF_003048,CAM_000298,SEG_002427,CRE_001191,Social,27239,269,11,266.09,3.84,0.0099
PERF_003049,CAM_000281,SEG_001773,CRE_001121,Radio,26199,330,14,109.22,17.25,0.0126
PERF_003050,CAM_000012,SEG_001108,CRE_000046,Email,97383,3005,119,556.74,14.42,0.0309
PERF_003051,CAM_000232,SEG_002518,CRE_000928,Digital,67993,356,15,338.95,4.25,0.0052
PERF_003052,CAM_000153,SEG_000302,CRE_000609,TV,4192,80,2,146.09,1.58,0.0192
PERF_003053,CAM_000271,SEG_000216,CRE_001081,OOH,79842,1048,50,310.39,9.71,0.0131
PERF_003054,CAM_000173,SEG_002151,CRE_000691,OOH,99014,1005,20,485.96,6.69,0.0102
PERF_003055,CAM_000150,SEG_001600,CRE_000599,Digital,86020,459,22,220.18,15.01,0.0053
